1,10,89.874
1,11,91.001
1,12,91.665
1,13,92.007
1,14,92.132
1,15,92.11
1,16,91.992
1,17,91.816
1,18,91.609
1,19,91.389
1,20,91.172
1,21,90.966
1,22,90.779
1,23,90.615
1,24,90.476
1,25,90.365
1,26,90.281
1,27,90.224
1,28,90.195
1,29,90.192
1,30,90.214
1,31,90.261
2,10,83.147
2,11,84.202
2,12,84.816
2,13,85.125
2,14,85.225
2,15,85.184
2,16,85.051
2,17,84.863
2,18,84.646
2,19,84.418
2,20,84.193
2,21,83.981
2,22,83.789
2,23,83.62
2,24,83.477
2,25,83.363
2,26,83.276
2,27,83.218
2,28,83.188
2,29,83.184
2,30,83.207
2,31,83.256
3,10,77.62
3,11,78.629
3,12,79.217
3,13,79.513
3,14,79.608
3,15,79.568
3,16,79.441
3,17,79.26
3,18,79.051
3,19,78.833
3,20,78.617
3,21,78.415
3,22,78.231
3,23,78.07
3,24,77.935
3,25,77.827
3,26,77.746
3,27,77.693
3,28,77.667
3,29,77.667
3,30,77.692
3,31,77.742
4,10,72.824
4,11,73.791
4,12,74.359
4,13,74.649
4,14,74.748
4,15,74.718
4,16,74.604
4,17,74.439
4,18,74.247
4,19,74.046
4,20,73.848
4,21,73.661
4,22,73.493
4,23,73.347
4,24,73.225
4,25,73.128
4,26,73.058
4,27,73.015
4,28,72.997
4,29,73.004
4,30,73.035
4,31,73.089
5,10,65.772
5,11,66.672
5,12,67.211
5,13,67.497
5,14,67.609
5,15,67.603
5,16,67.52
5,17,67.389
5,18,67.233
5,19,67.068
5,20,66.905
5,21,66.753
5,22,66.616
5,23,66.499
5,24,66.404
5,25,66.332
5,26,66.284
5,27,66.259
5,28,66.257
5,29,66.278
5,30,66.321
5,31,66.385
6,10,60.646
6,11,61.492
6,12,62.008
6,13,62.292
6,14,62.417
6,15,62.432
6,16,62.376
6,17,62.276
6,18,62.152
6,19,62.019
6,20,61.888
6,21,61.764
6,22,61.655
6,23,61.564
6,24,61.492
6,25,61.44
6,26,61.41
6,27,61.401
6,28,61.413
6,29,61.446
6,30,61.498
6,31,61.569
7,10,54.663
7,11,55.438
7,12,55.924
7,13,56.205
7,14,56.345
7,15,56.388
7,16,56.367
7,17,56.306
7,18,56.223
7,19,56.131
7,20,56.039
7,21,55.954
7,22,55.88
7,23,55.82
7,24,55.777
7,25,55.752
7,26,55.744
7,27,55.755
7,28,55.784
7,29,55.83
7,30,55.893
7,31,55.973
8,10,48.943
8,11,49.644
8,12,50.095
8,13,50.37
8,14,50.523
8,15,50.591
8,16,50.604
8,17,50.582
8,18,50.539
8,19,50.487
8,20,50.434
8,21,50.386
8,22,50.346
8,23,50.318
8,24,50.303
8,25,50.303
8,26,50.318
8,27,50.347
8,28,50.391
8,29,50.45
8,30,50.523
8,31,50.609
9,10,43.246
9,11,43.864
9,12,44.275
9,13,44.538
9,14,44.7
9,15,44.791
9,16,44.835
9,17,44.848
9,18,44.843
9,19,44.829
9,20,44.813
9,21,44.8
9,22,44.794
9,23,44.795
9,24,44.807
9,25,44.83
9,26,44.864
9,27,44.91
9,28,44.968
9,29,45.037
9,30,45.116
9,31,45.207
10,10,37.32
10,11,37.847
10,12,38.208
10,13,38.452
10,14,38.616
10,15,38.724
10,16,38.793
10,17,38.838
10,18,38.867
10,19,38.888
10,20,38.906
10,21,38.925
10,22,38.948
10,23,38.976
10,24,39.011
10,25,39.054
10,26,39.105
10,27,39.164
10,28,39.231
10,29,39.306
10,30,39.39
10,31,39.48
11,10,32.24
11,11,32.685
11,12,32.998
11,13,33.22
11,14,33.379
11,15,33.494
11,16,33.579
11,17,33.643
11,18,33.695
11,19,33.739
